order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00129,129,128,CUST_0128,6/17/2023,2023-10-18T17:43:00.000Z,PROD_169,161,3,1,347.52,211.47,459.21,541.82,14.26,18.97,0.00,pending,returned,cash,5112 Pine Rd,,TRK288084
ORD_00130,130,127,CUST_0127,2023-12-04,2023-05-03T16:02:00.000Z,PROD_075,50,5,2,198.17,360.04,308.18,594.68,19.88,30.23,0.00,SHIPPED,SHIPPED,debit_card,1738 Pine Rd,Special delivery instructions,TRK409933
ORD_00131,131,264,CUST_0264,1/23/2023,2023-12-15T17:58:00.000Z,PROD_123,162,4,2,229.85,240.71,835.34,40.93,16.90,25.64,24.58,processing,pending,bank_transfer,9069 Oak Ave,,TRK923215
ORD_00132,132,258,CUST_0258,2023-01-10,,PROD_140,170,9,4,428.25,134.53,924.66,62.04,0.00,43.13,0.00,SHIPPED,SHIPPED,cash,8773 Oak Ave,,TRK166139
ORD_00133,133,183,CUST_0183,1/20/2023,2023-08-08T07:15:00.000Z,PROD_128,128,7,1,246.96,308.57,288.44,547.66,0.00,31.41,0.00,,returned,credit_card,2813 Pine Rd,,TRK936790
ORD_00134,134,300,CUST_0300,2023-02-20,,PROD_135,30,9,5,177.64,125.40,358.57,58.57,0.00,30.96,0.00,processing,pending,paypal,1118 Main St,,
ORD_00135,135,165,CUST_0165,2023-12-20,2023-07-05T06:49:00.000Z,PROD_154,84,9,3,39.27,247.71,183.25,59.25,21.77,2.44,0.00,delivered,returned,bank_transfer,2850 Pine Rd,,TRK761831
ORD_00136,136,15,CUST_0015,3/23/2023,2023-03-11T11:03:00.000Z,PROD_073,133,4,3,332.34,357.03,635.22,793.57,0.00,3.09,0.00,pending,CANCELLED,cash,7528 Pine Rd,,TRK143956
ORD_00137,137,200,CUST_0200,2023-10-10,2023-11-22T00:43:00.000Z,PROD_016,99,4,5,377.86,284.34,256.50,772.08,0.00,44.77,0.00,pending,SHIPPED,credit_card,5416 Main St,,TRK223135
ORD_00138,138,77,CUST_0077,2023-10-23,2023-12-28T12:19:00.000Z,PROD_074,30,8,1,168.08,15.52,321.01,699.47,0.00,26.39,0.00,delivered,pending,debit_card,8609 Oak Ave,,TRK569240
ORD_00139,139,117,CUST_0117,2023-03-06,2023-12-07T16:01:00.000Z,PROD_090,36,1,4,450.20,405.93,786.50,505.40,7.85,46.08,0.00,CANCELLED,returned,cash,9585 Main St,,TRK273291
ORD_00140,140,63,CUST_0063,2023-12-22,,PROD_057,116,6,1,356.53,30.73,128.24,399.87,14.80,22.03,0.00,SHIPPED,,bank_transfer,1259 Pine Rd,,TRK532726
ORD_00141,141,497,CUST_0497,6/8/2023,,PROD_033,167,2,2,247.98,39.27,801.85,658.97,19.22,13.04,0.00,processing,SHIPPED,cash,5756 Main St,,TRK522280
ORD_00142,142,78,CUST_0078,2023-06-02,2023-02-26T12:42:00.000Z,PROD_014,108,3,1,54.48,357.14,361.84,151.46,21.98,48.07,0.00,CANCELLED,delivered,debit_card,3311 Pine Rd,,
ORD_00143,143,463,CUST_0463,2023-10-14,,PROD_035,60,5,4,373.51,41.32,70.53,556.76,16.16,9.56,0.00,CANCELLED,processing,credit_card,4863 Pine Rd,,TRK797766
ORD_00144,144,147,CUST_0147,5/2/2023,2023-09-20T02:07:00.000Z,PROD_042,90,4,4,483.02,272.81,119.34,788.42,10.08,19.14,0.00,SHIPPED,processing,cash,1641 Oak Ave,,TRK767085
ORD_00145,145,166,CUST_0166,11/24/2023,2023-11-27T10:29:00.000Z,PROD_078,161,1,3,271.87,68.01,306.36,235.78,22.90,9.02,19.16,pending,pending,cash,5771 Pine Rd,,TRK132426
ORD_00146,146,146,CUST_0146,2023-03-31,2023-03-12T01:58:00.000Z,PROD_194,56,2,2,78.27,97.73,934.63,195.11,0.00,9.75,0.00,SHIPPED,CANCELLED,credit_card,6769 Oak Ave,Special delivery instructions,TRK187765
ORD_00147,147,362,CUST_0362,3/5/2023,,PROD_070,15,2,2,392.52,90.29,799.10,267.96,17.54,27.16,0.00,,returned,paypal,788 Oak Ave,,TRK955695
ORD_00148,148,419,CUST_0419,2023-03-19,2023-04-09T11:10:00.000Z,PROD_039,35,3,4,350.45,121.42,845.90,452.48,17.88,45.98,0.00,CANCELLED,delivered,debit_card,856 Main St,,TRK404695
ORD_00149,149,49,CUST_0049,2023-11-24,2023-12-06T10:41:00.000Z,PROD_075,11,3,1,365.97,383.93,707.84,440.89,17.86,37.54,45.99,,delivered,credit_card,7902 Pine Rd,Special delivery instructions,TRK836523
ORD_00150,150,476,CUST_0476,10/4/2023,2023-07-09T15:55:00.000Z,PROD_022,104,5,4,384.70,394.95,528.51,596.82,22.84,31.73,0.00,CANCELLED,SHIPPED,bank_transfer,2637 Oak Ave,,
ORD_00151,151,373,CUST_0373,12/9/2023,2023-02-01T13:20:00.000Z,PROD_124,118,9,3,168.62,38.09,293.15,548.64,0.00,18.31,0.00,CANCELLED,SHIPPED,paypal,9487 Pine Rd,,TRK831913
ORD_00152,152,296,CUST_0296,3/17/2023,,PROD_030,162,4,1,306.15,71.93,720.08,718.18,23.93,25.28,43.23,delivered,pending,debit_card,1300 Pine Rd,,TRK247029
ORD_00153,153,166,CUST_0166,2/9/2023,2023-05-25T22:55:00.000Z,PROD_154,58,7,3,190.38,151.47,634.67,353.84,0.00,42.69,0.00,delivered,CANCELLED,bank_transfer,5952 Oak Ave,,TRK911576
ORD_00154,154,269,CUST_0269,7/4/2023,2023-07-04T09:54:00.000Z,PROD_037,54,3,3,454.41,119.93,54.40,323.38,24.79,21.41,4.39,processing,processing,credit_card,8768 Oak Ave,,TRK566752
ORD_00155,155,348,CUST_0348,7/2/2023,2023-07-09T18:27:00.000Z,PROD_040,179,1,1,360.73,238.29,835.59,782.03,20.26,2.96,0.00,returned,CANCELLED,cash,184 Main St,,
ORD_00156,156,124,CUST_0124,8/3/2023,2023-10-26T15:45:00.000Z,PROD_008,123,7,4,14.45,128.19,649.83,411.25,14.35,19.58,0.00,returned,pending,debit_card,497 Main St,,
ORD_00157,157,53,CUST_0053,2023-01-16,2023-07-23T11:30:00.000Z,PROD_114,175,8,5,228.30,222.34,372.05,212.64,12.03,13.72,0.00,pending,processing,bank_transfer,7575 Main St,Special delivery instructions,TRK210958
ORD_00158,158,211,CUST_0211,2023-06-13,2023-08-03T12:34:00.000Z,PROD_063,118,3,5,340.09,17.11,730.04,591.92,20.04,9.56,0.00,pending,pending,bank_transfer,5311 Main St,Special delivery instructions,TRK316013
ORD_00159,159,336,CUST_0336,,,PROD_186,162,5,3,321.98,53.65,622.57,299.06,0.00,27.50,0.00,pending,,cash,6982 Pine Rd,,TRK233657
ORD_00160,160,343,CUST_0343,3/5/2023,2023-05-06T10:32:00.000Z,PROD_195,134,10,2,300.30,55.56,908.56,183.92,5.01,9.17,6.81,,,paypal,9811 Main St,Special delivery instructions,
ORD_00161,161,351,CUST_0351,11/22/2023,2023-11-05T09:46:00.000Z,PROD_102,154,5,2,331.26,366.62,201.17,826.80,10.77,19.15,20.39,pending,SHIPPED,bank_transfer,1304 Pine Rd,,TRK879044
ORD_00162,162,162,CUST_0162,7/2/2023,2023-09-07T06:18:00.000Z,PROD_101,145,10,3,37.91,263.11,652.11,273.07,21.44,26.87,0.00,returned,,debit_card,813 Oak Ave,,TRK397052
ORD_00163,163,280,CUST_0280,10/5/2023,2023-10-14T20:20:00.000Z,PROD_027,52,8,4,287.35,44.68,461.46,167.68,0.00,15.32,0.00,SHIPPED,CANCELLED,debit_card,8355 Pine Rd,,
ORD_00164,164,237,CUST_0237,9/18/2023,2023-12-08T15:47:00.000Z,PROD_038,78,7,3,158.80,214.16,186.28,181.69,14.14,51.54,0.00,delivered,CANCELLED,paypal,3543 Main St,,TRK519173
ORD_00165,165,484,CUST_0484,2023-02-13,2023-08-17T13:39:00.000Z,PROD_067,119,10,1,131.88,358.00,441.09,784.62,17.33,16.29,0.00,SHIPPED,delivered,credit_card,9951 Pine Rd,Special delivery instructions,TRK848115
ORD_00166,166,219,CUST_0219,2023-06-21,,PROD_117,111,5,1,301.41,184.92,386.24,505.80,22.93,17.41,28.36,processing,SHIPPED,paypal,5378 Pine Rd,,TRK275342
ORD_00167,167,153,CUST_0153,5/16/2023,2023-10-17T03:11:00.000Z,PROD_130,34,10,3,354.17,267.46,929.94,488.24,21.92,45.47,40.44,pending,,bank_transfer,6243 Main St,,
ORD_00168,168,282,CUST_0282,2023-10-12,2023-10-23T14:39:00.000Z,PROD_157,192,10,4,169.50,311.49,545.56,324.39,17.04,12.93,2.69,,pending,bank_transfer,6037 Oak Ave,,TRK176173
ORD_00169,169,306,CUST_0306,9/23/2023,,PROD_161,123,7,4,88.95,324.96,192.73,97.11,6.37,6.01,0.00,CANCELLED,,paypal,7189 Pine Rd,Special delivery instructions,
ORD_00170,170,287,CUST_0287,2023-06-23,2023-04-17T11:10:00.000Z,PROD_143,80,8,1,52.68,199.10,760.69,802.98,10.47,46.49,0.00,delivered,SHIPPED,credit_card,8178 Oak Ave,,TRK936874
ORD_00171,171,449,CUST_0449,2/6/2023,2023-01-12T02:22:00.000Z,PROD_081,120,10,3,117.02,77.52,517.59,374.10,22.99,28.80,0.00,processing,returned,paypal,9623 Oak Ave,,
ORD_00172,172,100,CUST_0100,2023-07-27,2023-10-08T16:50:00.000Z,PROD_127,8,5,5,421.00,289.35,875.68,224.66,0.00,14.38,9.92,returned,returned,bank_transfer,6497 Main St,,TRK667249
ORD_00173,173,402,CUST_0402,,2023-08-13T23:21:00.000Z,PROD_039,148,2,3,206.59,130.04,735.23,532.31,0.00,8.47,0.00,,CANCELLED,bank_transfer,8713 Pine Rd,,TRK853856
ORD_00174,174,118,CUST_0118,3/7/2023,2023-04-19T14:39:00.000Z,PROD_192,96,7,4,107.69,65.63,640.81,325.12,5.82,34.03,0.00,delivered,returned,paypal,8769 Pine Rd,,
ORD_00175,175,314,CUST_0314,2023-03-03,2023-01-09T05:17:00.000Z,PROD_020,67,3,1,26.07,68.03,551.94,99.74,22.95,10.45,0.00,pending,delivered,debit_card,2761 Oak Ave,,TRK741565
ORD_00176,176,346,CUST_0346,,,PROD_159,163,9,3,184.83,383.19,1027.02,363.40,5.93,39.18,0.00,returned,processing,paypal,3608 Main St,Special delivery instructions,TRK905745
ORD_00177,177,100,CUST_0100,10/9/2023,2023-07-26T19:08:00.000Z,PROD_086,3,1,2,171.50,44.05,255.08,205.93,0.00,51.75,0.00,SHIPPED,returned,debit_card,4663 Oak Ave,,TRK446893
ORD_00178,178,422,CUST_0422,2023-05-15,2023-07-11T23:16:00.000Z,PROD_072,99,10,3,417.97,204.42,725.25,464.37,6.87,2.27,26.85,processing,SHIPPED,bank_transfer,8537 Pine Rd,,
ORD_00179,179,260,CUST_0260,8/10/2023,2023-05-05T03:14:00.000Z,PROD_040,185,10,1,490.65,97.87,950.16,425.30,0.00,33.87,0.00,CANCELLED,returned,debit_card,5426 Pine Rd,,TRK647062
ORD_00180,180,120,CUST_0120,2023-10-14,2023-10-19T16:32:00.000Z,PROD_019,3,2,1,424.30,397.86,78.11,292.80,10.73,25.38,45.55,returned,processing,bank_transfer,495 Pine Rd,,
ORD_00181,181,313,CUST_0313,2023-03-02,,PROD_160,156,7,5,480.22,394.22,978.33,600.35,0.00,11.71,29.99,pending,pending,credit_card,2703 Oak Ave,Special delivery instructions,
ORD_00182,182,286,CUST_0286,10/23/2023,2023-12-01T22:20:00.000Z,PROD_104,125,5,5,288.87,141.90,430.93,586.55,12.92,35.19,0.00,SHIPPED,SHIPPED,credit_card,8359 Oak Ave,,
ORD_00183,183,257,CUST_0257,6/7/2023,2023-10-17T07:54:00.000Z,PROD_094,36,10,1,46.33,99.98,869.56,555.67,6.48,12.20,0.00,CANCELLED,delivered,debit_card,2158 Pine Rd,,
ORD_00184,184,146,CUST_0146,7/9/2023,2023-11-12T11:03:00.000Z,PROD_010,117,2,1,193.62,229.31,766.63,493.39,9.79,10.58,8.61,returned,delivered,debit_card,993 Oak Ave,,TRK848841
ORD_00185,185,213,CUST_0213,,2023-06-25T03:40:00.000Z,PROD_134,145,6,2,302.48,125.05,217.93,727.06,7.08,40.24,0.00,,CANCELLED,cash,8057 Pine Rd,,TRK249049
ORD_00186,186,356,CUST_0356,10/14/2023,2023-03-03T10:20:00.000Z,PROD_033,197,10,4,493.20,28.07,924.42,193.80,0.00,7.34,0.00,CANCELLED,processing,paypal,6333 Main St,,
ORD_00187,187,262,CUST_0262,6/14/2023,,PROD_180,22,1,5,275.26,256.35,717.43,474.96,0.00,3.30,0.00,SHIPPED,delivered,cash,8822 Oak Ave,,TRK728519
ORD_00188,188,259,CUST_0259,7/10/2023,2023-04-23T12:43:00.000Z,PROD_092,140,1,2,443.63,318.47,828.74,432.17,11.79,19.81,47.29,delivered,,debit_card,5348 Main St,,
ORD_00189,189,364,CUST_0364,2023-01-01,,PROD_087,150,5,2,457.62,319.97,473.94,659.39,0.00,39.52,0.00,delivered,delivered,debit_card,886 Main St,,TRK422061
ORD_00190,190,269,CUST_0269,11/27/2023,2023-07-25T01:42:00.000Z,PROD_155,77,3,1,338.94,101.73,860.09,713.09,24.58,36.65,21.33,delivered,processing,credit_card,9808 Main St,,
ORD_00191,191,162,CUST_0162,7/12/2023,2023-11-09T12:27:00.000Z,PROD_098,125,4,2,336.49,24.09,304.69,728.51,23.09,26.95,0.00,CANCELLED,CANCELLED,paypal,3788 Main St,,TRK595197
ORD_00192,192,318,CUST_0318,10/27/2023,,PROD_114,59,10,4,278.15,67.63,644.93,706.80,20.57,9.06,25.94,CANCELLED,processing,cash,6594 Main St,Special delivery instructions,TRK825860
ORD_00193,193,434,CUST_0434,2023-08-24,2023-07-31T21:52:00.000Z,PROD_147,126,6,4,339.81,227.86,741.89,177.25,6.44,21.90,31.24,returned,CANCELLED,credit_card,6884 Pine Rd,,
ORD_00194,194,298,CUST_0298,10/9/2023,2023-04-24T00:27:00.000Z,PROD_173,187,10,4,465.85,385.59,632.55,682.28,7.99,31.73,0.00,,CANCELLED,debit_card,8397 Oak Ave,,
ORD_00195,195,55,CUST_0055,10/22/2023,2023-10-10T20:20:00.000Z,PROD_020,118,10,1,170.37,354.58,262.48,752.27,0.00,12.70,0.00,pending,CANCELLED,debit_card,252 Pine Rd,,TRK614149
ORD_00196,196,97,CUST_0097,2023-05-17,2023-02-07T04:04:00.000Z,PROD_056,107,4,5,442.75,247.27,84.19,561.79,24.36,7.97,17.86,CANCELLED,processing,bank_transfer,5604 Pine Rd,,TRK924835
ORD_00197,197,276,CUST_0276,,2023-10-26T12:05:00.000Z,PROD_072,147,2,3,144.36,363.01,630.47,826.17,0.00,26.68,0.00,returned,returned,credit_card,3032 Oak Ave,,TRK548582
ORD_00198,198,497,CUST_0497,2/23/2023,2023-11-06T17:45:00.000Z,PROD_165,173,9,3,478.93,146.43,376.58,152.61,15.10,45.87,37.89,SHIPPED,delivered,credit_card,5147 Oak Ave,Special delivery instructions,TRK351734
ORD_00199,199,168,CUST_0168,4/2/2023,2023-04-15T15:17:00.000Z,PROD_046,11,1,5,488.49,23.22,345.64,184.07,0.00,36.23,4.06,processing,SHIPPED,credit_card,6337 Oak Ave,,TRK322042
ORD_00200,200,277,CUST_0277,2023-01-11,2023-02-12T04:39:00.000Z,PROD_076,149,5,4,203.98,380.49,451.52,452.12,24.35,15.91,0.00,CANCELLED,processing,paypal,639 Main St,,TRK678641
ORD_00201,201,373,CUST_0373,6/15/2023,2023-10-22T17:27:00.000Z,PROD_084,32,10,4,100.55,154.36,473.76,395.05,5.30,38.05,0.00,CANCELLED,CANCELLED,bank_transfer,6742 Oak Ave,,
ORD_00202,202,327,CUST_0327,5/6/2023,2023-07-04T07:23:00.000Z,PROD_095,42,1,2,152.04,54.31,186.79,89.76,20.46,44.73,36.74,delivered,SHIPPED,debit_card,264 Pine Rd,,
ORD_00203,203,3,CUST_0003,2023-02-10,2023-10-16T15:48:00.000Z,PROD_148,30,4,5,418.70,161.10,294.86,615.50,23.68,22.63,11.56,CANCELLED,pending,paypal,8120 Oak Ave,Special delivery instructions,TRK934098
ORD_00204,204,71,CUST_0071,5/10/2023,2023-01-10T22:17:00.000Z,PROD_039,97,10,4,78.32,234.51,756.71,241.83,0.00,12.48,0.00,SHIPPED,pending,debit_card,6405 Oak Ave,,TRK514661
ORD_00205,205,58,CUST_0058,11/18/2023,2023-05-24T03:15:00.000Z,PROD_097,185,6,3,384.56,284.27,451.01,636.54,0.00,10.51,0.00,,pending,bank_transfer,3634 Main St,,TRK298176
ORD_00206,206,326,CUST_0326,10/1/2023,2023-09-30T23:12:00.000Z,PROD_141,181,1,5,425.44,219.69,171.46,658.51,0.00,22.14,0.00,pending,returned,bank_transfer,1019 Pine Rd,,TRK396281
ORD_00207,207,329,CUST_0329,2023-02-03,,PROD_021,88,9,2,320.72,126.63,691.92,771.24,23.74,44.94,0.00,delivered,processing,debit_card,3240 Oak Ave,,TRK130350
ORD_00208,208,112,CUST_0112,5/19/2023,,PROD_115,64,10,4,182.01,345.28,320.40,794.47,12.93,42.61,0.00,processing,returned,bank_transfer,2329 Pine Rd,,TRK104031
ORD_00209,209,363,CUST_0363,2023-11-08,2023-09-08T04:26:00.000Z,PROD_066,65,5,2,197.36,24.23,739.83,250.99,22.89,32.14,0.00,delivered,CANCELLED,credit_card,586 Oak Ave,,
ORD_00210,210,79,CUST_0079,10/13/2023,2023-10-07T18:08:00.000Z,PROD_193,198,9,3,432.73,305.96,986.85,143.77,7.89,9.57,0.00,SHIPPED,processing,paypal,7449 Pine Rd,,
ORD_00211,211,250,CUST_0250,3/8/2023,2023-03-05T21:01:00.000Z,PROD_054,63,4,4,71.52,240.99,694.32,142.11,0.00,21.95,0.00,,pending,debit_card,7317 Oak Ave,,
ORD_00212,212,289,CUST_0289,,2023-03-20T23:36:00.000Z,PROD_132,163,8,1,43.88,60.74,140.54,515.10,24.65,27.51,0.00,,returned,paypal,7593 Pine Rd,,
ORD_00213,213,83,CUST_0083,11/1/2023,2023-02-09T10:41:00.000Z,PROD_036,170,5,2,378.20,48.18,282.65,779.35,22.46,16.57,0.00,SHIPPED,delivered,debit_card,6046 Oak Ave,,TRK542446
ORD_00214,214,182,CUST_0182,2023-03-05,2023-11-06T15:12:00.000Z,PROD_113,174,3,1,411.51,250.92,543.54,271.10,24.67,20.43,0.00,SHIPPED,pending,debit_card,2633 Main St,,
ORD_00215,215,320,CUST_0320,8/23/2023,,PROD_133,167,3,3,434.97,205.41,123.79,554.19,0.00,23.92,0.00,,CANCELLED,debit_card,4852 Oak Ave,Special delivery instructions,TRK674812
ORD_00216,216,158,CUST_0158,2023-06-07,,PROD_026,40,3,2,302.58,50.51,108.16,778.11,0.00,36.25,0.00,CANCELLED,,cash,7449 Oak Ave,,TRK421280
ORD_00217,217,236,CUST_0236,12/27/2023,,PROD_117,48,7,5,189.40,404.85,566.22,603.32,23.91,50.79,0.00,,,cash,2051 Oak Ave,Special delivery instructions,TRK583223
ORD_00218,218,459,CUST_0459,2023-01-01,2023-03-11T13:28:00.000Z,PROD_171,190,1,2,28.19,366.36,1026.02,343.93,15.62,48.25,47.66,,pending,bank_transfer,9604 Oak Ave,Special delivery instructions,TRK440981
ORD_00219,219,500,CUST_0500,12/25/2023,2023-09-12T10:42:00.000Z,PROD_156,95,3,2,84.86,126.38,949.77,629.06,10.40,44.52,0.00,returned,SHIPPED,credit_card,7764 Oak Ave,Special delivery instructions,TRK469702
ORD_00220,220,71,CUST_0071,9/20/2023,2023-09-26T05:38:00.000Z,PROD_158,186,10,1,146.83,403.49,454.77,672.70,0.00,29.82,0.00,pending,pending,debit_card,9878 Oak Ave,,
ORD_00221,221,286,CUST_0286,1/6/2023,2023-06-11T01:23:00.000Z,PROD_121,112,5,2,125.23,265.00,952.53,795.10,0.00,41.18,0.00,delivered,,credit_card,1467 Pine Rd,,TRK724411
ORD_00222,222,175,CUST_0175,2023-11-18,,PROD_090,28,9,5,280.33,350.03,516.76,91.07,0.00,3.12,0.00,delivered,pending,credit_card,7129 Main St,,
ORD_00223,223,117,CUST_0117,,2023-04-10T09:20:00.000Z,PROD_197,192,3,3,325.02,226.62,906.46,560.61,0.00,24.74,24.59,returned,pending,paypal,3459 Main St,,TRK336818
ORD_00224,224,208,CUST_0208,2023-11-03,2023-08-07T23:13:00.000Z,PROD_156,31,4,4,173.76,146.20,303.52,59.97,0.00,6.92,0.00,returned,SHIPPED,debit_card,6366 Main St,,TRK138547
ORD_00225,225,96,CUST_0096,7/1/2023,2023-05-02T06:05:00.000Z,PROD_196,10,3,2,233.60,165.22,635.99,313.29,20.02,50.05,0.00,pending,pending,paypal,4813 Oak Ave,,TRK156936
ORD_00226,226,443,CUST_0443,2023-06-22,2023-11-02T06:30:00.000Z,PROD_063,49,10,5,279.22,270.33,1041.87,462.44,19.52,32.74,0.00,SHIPPED,,paypal,5127 Pine Rd,,
ORD_00227,227,316,CUST_0316,3/9/2023,2023-08-24T08:39:00.000Z,PROD_050,193,10,3,488.24,296.02,462.92,571.24,19.12,3.39,0.00,,pending,debit_card,9069 Oak Ave,,
ORD_00228,228,133,CUST_0133,2/21/2023,,PROD_130,163,7,2,284.50,68.13,695.18,638.54,7.33,39.14,7.84,returned,CANCELLED,credit_card,852 Oak Ave,,TRK289876
ORD_00229,229,489,CUST_0489,2/3/2023,2023-12-01T17:38:00.000Z,PROD_062,109,4,2,221.93,366.88,326.22,691.67,0.00,45.90,11.26,delivered,SHIPPED,paypal,653 Oak Ave,,
ORD_00230,230,359,CUST_0359,2023-12-26,2023-12-27T17:31:00.000Z,PROD_157,66,9,1,479.93,215.37,430.35,74.09,0.00,19.36,0.00,delivered,returned,bank_transfer,2308 Oak Ave,,TRK242556
ORD_00231,231,19,CUST_0019,2023-11-14,2023-01-12T18:25:00.000Z,PROD_083,157,8,5,191.48,176.02,467.35,86.35,21.78,3.59,0.00,processing,,credit_card,5688 Oak Ave,Special delivery instructions,
ORD_00232,232,389,CUST_0389,9/25/2023,2023-01-09T19:46:00.000Z,PROD_150,147,6,4,185.68,196.31,707.01,132.82,5.22,11.29,0.00,returned,,debit_card,4055 Pine Rd,,TRK868975
ORD_00233,233,18,CUST_0018,,2023-06-14T23:00:00.000Z,PROD_173,78,2,1,360.03,393.96,117.12,301.65,20.03,39.41,11.45,delivered,delivered,debit_card,4850 Oak Ave,,TRK247178
ORD_00234,234,160,CUST_0160,2023-09-03,2023-03-25T02:29:00.000Z,PROD_160,42,3,5,275.03,308.38,345.85,583.89,22.70,45.49,12.78,processing,processing,credit_card,1225 Pine Rd,,
ORD_00235,235,247,CUST_0247,2023-03-03,2023-05-24T03:47:00.000Z,PROD_034,121,6,3,442.15,318.17,1020.69,696.10,6.14,39.05,0.00,processing,returned,cash,1429 Main St,,TRK248215
ORD_00236,236,338,CUST_0338,2023-12-18,2023-04-30T20:51:00.000Z,PROD_015,102,10,4,133.12,24.72,419.87,296.95,0.00,37.09,44.29,returned,,debit_card,6693 Oak Ave,Special delivery instructions,
ORD_00237,237,316,CUST_0316,1/23/2023,2023-03-06T10:11:00.000Z,PROD_195,190,9,5,109.63,180.61,1017.29,814.21,0.00,2.84,0.00,,returned,credit_card,3903 Oak Ave,,
ORD_00238,238,113,CUST_0113,2023-07-22,2023-04-23T20:07:00.000Z,PROD_124,172,10,4,272.25,63.82,274.99,722.73,6.23,16.60,0.00,processing,returned,bank_transfer,3227 Main St,,TRK239392
ORD_00239,239,235,CUST_0235,3/16/2023,2023-08-14T07:09:00.000Z,PROD_082,11,10,3,454.24,112.55,778.87,515.29,0.00,18.49,1.08,returned,SHIPPED,debit_card,2471 Oak Ave,Special delivery instructions,TRK545850
ORD_00240,240,450,CUST_0450,7/15/2023,2023-08-16T11:49:00.000Z,PROD_048,197,7,1,128.09,163.98,898.39,797.95,0.00,30.66,0.00,SHIPPED,,debit_card,9116 Main St,,TRK770870
ORD_00241,241,70,CUST_0070,2023-10-25,2023-01-27T01:07:00.000Z,PROD_140,4,10,5,370.29,376.78,972.15,87.06,14.42,49.85,7.47,delivered,CANCELLED,credit_card,4946 Pine Rd,,TRK239695
ORD_00242,242,496,CUST_0496,1/16/2023,2023-02-16T14:51:00.000Z,PROD_014,159,3,2,418.46,326.39,843.66,666.20,16.40,11.33,0.00,CANCELLED,processing,paypal,6036 Main St,Special delivery instructions,TRK530322
ORD_00243,243,223,CUST_0223,7/25/2023,2023-07-19T11:43:00.000Z,PROD_157,15,10,2,52.63,316.40,731.59,366.03,6.74,29.10,0.00,delivered,delivered,credit_card,6855 Oak Ave,,TRK807090
ORD_00244,244,380,CUST_0380,2023-06-08,2023-03-13T02:21:00.000Z,PROD_183,158,4,2,438.70,306.91,331.28,706.10,22.59,20.88,0.00,delivered,pending,bank_transfer,7299 Oak Ave,,
ORD_00245,245,188,CUST_0188,2023-03-07,2023-07-19T10:05:00.000Z,PROD_039,93,3,2,348.76,79.96,281.45,278.57,0.00,47.00,0.00,pending,processing,credit_card,2190 Main St,,
ORD_00246,246,31,CUST_0031,1/25/2023,2023-12-12T12:05:00.000Z,PROD_167,92,8,3,222.81,88.94,388.19,67.85,22.44,12.46,0.00,delivered,delivered,credit_card,7103 Oak Ave,,TRK656058
ORD_00247,247,439,CUST_0439,5/8/2023,2023-10-14T22:33:00.000Z,PROD_002,112,7,3,204.83,214.75,466.48,219.36,12.23,44.27,36.97,,SHIPPED,debit_card,4865 Pine Rd,,TRK170331
ORD_00248,248,249,CUST_0249,6/24/2023,2023-03-28T15:07:00.000Z,PROD_053,11,2,1,284.01,218.29,781.95,202.54,0.00,20.47,0.00,CANCELLED,,cash,9864 Oak Ave,Special delivery instructions,
ORD_00249,249,271,CUST_0271,2023-04-15,2023-08-21T08:24:00.000Z,PROD_094,98,6,2,74.91,321.96,793.04,455.89,5.85,28.15,13.59,CANCELLED,CANCELLED,credit_card,486 Oak Ave,,
ORD_00250,250,468,CUST_0468,2023-03-05,2023-11-04T11:11:00.000Z,PROD_115,133,3,3,24.95,45.38,185.76,520.13,22.92,17.37,0.00,,returned,debit_card,9028 Main St,,TRK846591
ORD_00251,251,57,CUST_0057,2023-08-06,2023-08-11T08:03:00.000Z,PROD_059,198,10,1,494.53,209.20,570.15,405.30,12.47,50.58,0.00,pending,returned,debit_card,8742 Main St,,TRK522151
ORD_00252,252,8,CUST_0008,9/19/2023,2023-06-25T18:35:00.000Z,PROD_110,121,4,4,100.47,303.45,727.54,566.06,16.09,18.94,0.00,CANCELLED,CANCELLED,cash,5613 Oak Ave,,
ORD_00253,253,316,CUST_0316,2/17/2023,2023-10-10T12:34:00.000Z,PROD_148,171,7,5,251.21,191.76,442.69,233.91,15.39,20.18,0.00,CANCELLED,returned,credit_card,7478 Main St,,
ORD_00254,254,406,CUST_0406,9/24/2023,,PROD_191,4,4,2,449.37,191.12,483.09,787.42,20.46,48.06,0.00,delivered,delivered,paypal,1024 Oak Ave,,TRK601548
ORD_00255,255,221,CUST_0221,2023-05-01,,PROD_123,110,10,2,200.57,43.14,749.92,400.93,0.00,8.17,0.00,returned,,cash,4605 Oak Ave,,TRK917718
ORD_00256,256,203,CUST_0203,,2023-02-01T00:24:00.000Z,PROD_058,74,7,3,20.51,130.00,165.87,268.94,13.05,38.89,0.00,SHIPPED,pending,debit_card,3719 Main St,,TRK559722
ORD_00257,257,137,CUST_0137,3/23/2023,2023-08-01T01:13:00.000Z,PROD_058,4,8,3,459.58,175.38,768.06,309.99,0.00,23.34,0.00,pending,pending,debit_card,6557 Main St,Special delivery instructions,
