order_id,customer_id,order_date,order_datetime,product_id,item_id,quantity,unit_price,total_amount,order_total,shipping_cost,tax,discount,status,payment_method,shipping_address,tracking_number,quantity_conflict,total_mismatch
ORD_00140,63,2023-12-22,2023-12-22 12:00:00,PROD_057,116,6,356.53,2139.18,2176.01,14.8,22.03,0.0,SHIPPED,bank_transfer,1259 Pine Rd,TRK532726,True,True
ORD_00141,497,2023-06-08,2023-06-08 12:00:00,PROD_033,167,2,247.98,495.96,528.22,19.22,13.04,0.0,SHIPPED,cash,5756 Main St,TRK522280,False,True
ORD_00142,78,2023-06-02,2023-02-26 12:42:00+00:00,PROD_014,108,3,54.48,163.44,233.48999999999998,21.98,48.07,0.0,DELIVERED,debit_card,3311 Pine Rd,,True,True
ORD_00143,463,2023-10-14,2023-10-14 12:00:00,PROD_035,60,5,373.51,1867.55,1893.27,16.16,9.56,0.0,CANCELLED,credit_card,4863 Pine Rd,TRK797766,True,True
ORD_00144,147,2023-05-02,2023-09-20 02:07:00+00:00,PROD_042,90,4,483.02,1932.08,1961.3,10.08,19.14,0.0,SHIPPED,cash,1641 Oak Ave,TRK767085,False,True
ORD_00145,166,2023-11-24,2023-11-27 10:29:00+00:00,PROD_078,161,3,271.87,796.45,828.37,22.9,9.02,19.16,PENDING,cash,5771 Pine Rd,TRK132426,True,True
ORD_00146,146,2023-03-31,2023-03-12 01:58:00+00:00,PROD_194,56,2,78.27,156.54,166.29,0.0,9.75,0.0,SHIPPED,credit_card,6769 Oak Ave,TRK187765,False,True
ORD_00147,362,2023-03-05,2023-03-05 12:00:00,PROD_070,15,2,392.52,785.04,829.7399999999999,17.54,27.16,0.0,PENDING,paypal,788 Oak Ave,TRK955695,False,True
ORD_00148,419,2023-03-19,2023-04-09 11:10:00+00:00,PROD_039,35,4,350.45,1401.8,1465.66,17.88,45.98,0.0,DELIVERED,debit_card,856 Main St,TRK404695,True,True
ORD_00149,49,2023-11-24,2023-12-06 10:41:00+00:00,PROD_075,11,3,365.97,1051.92,1107.32,17.86,37.54,45.99,DELIVERED,credit_card,7902 Pine Rd,TRK836523,True,True
ORD_00150,476,2023-10-04,2023-07-09 15:55:00+00:00,PROD_022,104,5,384.7,1923.5,1978.07,22.84,31.73,0.0,SHIPPED,bank_transfer,2637 Oak Ave,,True,True
ORD_00151,373,2023-12-09,2023-02-01 13:20:00+00:00,PROD_124,118,9,168.62,1517.58,1535.8899999999999,0.0,18.31,0.0,SHIPPED,paypal,9487 Pine Rd,TRK831913,True,True
ORD_00152,296,2023-03-17,2023-03-17 12:00:00,PROD_030,162,4,306.15,1181.37,1230.58,23.93,25.28,43.23,DELIVERED,debit_card,1300 Pine Rd,TRK247029,True,True
ORD_00153,166,2023-02-09,2023-05-25 22:55:00+00:00,PROD_154,58,7,190.38,1332.6599999999999,1375.35,0.0,42.69,0.0,DELIVERED,bank_transfer,5952 Oak Ave,TRK911576,True,True
ORD_00154,269,2023-07-04,2023-07-04 09:54:00+00:00,PROD_037,54,3,454.41,1358.84,1405.04,24.79,21.41,4.39,PROCESSING,credit_card,8768 Oak Ave,TRK566752,False,True
ORD_00155,348,2023-07-02,2023-07-09 18:27:00+00:00,PROD_040,179,1,360.73,360.73,383.95,20.26,2.96,0.0,CANCELLED,cash,184 Main St,,False,True
ORD_00156,124,2023-08-03,2023-10-26 15:45:00+00:00,PROD_008,123,7,14.45,101.14999999999999,135.07999999999998,14.35,19.58,0.0,PENDING,debit_card,497 Main St,,True,True
ORD_00157,53,2023-01-16,2023-07-23 11:30:00+00:00,PROD_114,175,8,228.3,1826.4,1852.15,12.03,13.72,0.0,PROCESSING,bank_transfer,7575 Main St,TRK210958,True,True
ORD_00158,211,2023-06-13,2023-08-03 12:34:00+00:00,PROD_063,118,5,340.09,1700.4499999999998,1730.0499999999997,20.04,9.56,0.0,PENDING,bank_transfer,5311 Main St,TRK316013,True,True
ORD_00159,336,,,PROD_186,162,5,321.98,1609.9,1637.4,0.0,27.5,0.0,PENDING,cash,6982 Pine Rd,TRK233657,True,True
ORD_00160,343,2023-03-05,2023-05-06 10:32:00+00:00,PROD_195,134,10,300.3,2996.19,3010.3700000000003,5.01,9.17,6.81,PENDING,paypal,9811 Main St,,True,True
ORD_00161,351,2023-11-22,2023-11-05 09:46:00+00:00,PROD_102,154,5,331.26,1635.9099999999999,1665.83,10.77,19.15,20.39,SHIPPED,bank_transfer,1304 Pine Rd,TRK879044,True,True
ORD_00162,162,2023-07-02,2023-09-07 06:18:00+00:00,PROD_101,145,10,37.91,379.09999999999997,427.40999999999997,21.44,26.87,0.0,PENDING,debit_card,813 Oak Ave,TRK397052,True,True
ORD_00163,280,2023-10-05,2023-10-14 20:20:00+00:00,PROD_027,52,8,287.35,2298.8,2314.1200000000003,0.0,15.32,0.0,SHIPPED,debit_card,8355 Pine Rd,TRK848082,True,True
ORD_00164,237,2023-09-18,2023-12-08 15:47:00+00:00,PROD_038,78,7,158.8,1111.6000000000001,1177.2800000000002,14.14,51.54,0.0,DELIVERED,paypal,3543 Main St,TRK519173,True,True
ORD_00165,484,2023-02-13,2023-08-17 13:39:00+00:00,PROD_067,119,10,131.88,1318.8,1352.4199999999998,17.33,16.29,0.0,DELIVERED,credit_card,9951 Pine Rd,TRK848115,True,True
ORD_00166,219,2023-06-21,2023-06-21 12:00:00,PROD_117,111,5,301.41,1478.6900000000003,1519.0300000000004,22.93,17.41,28.36,SHIPPED,paypal,5378 Pine Rd,TRK275342,True,True
ORD_00167,153,2023-05-16,2023-10-17 03:11:00+00:00,PROD_130,34,10,354.17,3501.26,3568.65,21.92,45.47,40.44,PENDING,bank_transfer,6243 Main St,,True,True
ORD_00168,282,2023-10-12,2023-10-23 14:39:00+00:00,PROD_157,192,10,169.5,1692.31,1722.28,17.04,12.93,2.69,PENDING,bank_transfer,6037 Oak Ave,TRK176173,True,True
ORD_00169,306,2023-09-23,2023-09-23 12:00:00,PROD_161,123,7,88.95,622.65,635.03,6.37,6.01,0.0,CANCELLED,paypal,7189 Pine Rd,,True,True
ORD_00170,287,2023-06-23,2023-04-17 11:10:00+00:00,PROD_143,80,8,52.68,421.44,478.40000000000003,10.47,46.49,0.0,DELIVERED,credit_card,8178 Oak Ave,TRK936874,True,True
ORD_00171,449,2023-02-06,2023-01-12 02:22:00+00:00,PROD_081,120,10,117.02,1170.2,1221.99,22.99,28.8,0.0,PROCESSING,paypal,9623 Oak Ave,,True,True
ORD_00172,100,2023-07-27,2023-10-08 16:50:00+00:00,PROD_127,8,5,421.0,2095.08,2109.46,0.0,14.38,9.92,PENDING,bank_transfer,6497 Main St,TRK667249,False,True
ORD_00173,402,2023-08-13,2023-08-13 23:21:00+00:00,PROD_039,148,3,206.59,619.77,628.24,0.0,8.47,0.0,CANCELLED,bank_transfer,8713 Pine Rd,TRK853856,True,True
ORD_00174,118,2023-03-07,2023-04-19 14:39:00+00:00,PROD_192,96,7,107.69,753.8299999999999,793.68,5.82,34.03,0.0,DELIVERED,paypal,8769 Pine Rd,TRK207928,True,True
ORD_00175,314,2023-03-03,2023-01-09 05:17:00+00:00,PROD_020,67,3,26.07,78.21000000000001,111.61000000000001,22.95,10.45,0.0,DELIVERED,debit_card,2761 Oak Ave,TRK741565,True,True
ORD_00176,346,,,PROD_159,163,9,184.83,1663.47,1708.5800000000002,5.93,39.18,0.0,PROCESSING,paypal,3608 Main St,TRK905745,True,True
ORD_00177,100,2023-10-09,2023-07-26 19:08:00+00:00,PROD_086,3,2,171.5,343.0,394.75,0.0,51.75,0.0,SHIPPED,debit_card,4663 Oak Ave,TRK446893,True,True
ORD_00178,422,2023-05-15,2023-07-11 23:16:00+00:00,PROD_072,99,10,417.97,4152.85,4161.990000000001,6.87,2.27,26.85,SHIPPED,bank_transfer,8537 Pine Rd,,True,True
ORD_00179,260,2023-08-10,2023-05-05 03:14:00+00:00,PROD_040,185,10,490.65,4906.5,4940.37,0.0,33.87,0.0,CANCELLED,debit_card,5426 Pine Rd,TRK647062,True,True
ORD_00180,120,2023-10-14,2023-10-19 16:32:00+00:00,PROD_019,3,2,424.3,803.0500000000001,839.1600000000001,10.73,25.38,45.55,PROCESSING,bank_transfer,495 Pine Rd,,True,True
ORD_00181,313,2023-03-02,2023-03-02 12:00:00,PROD_160,156,7,480.22,3331.55,3343.26,0.0,11.71,29.99,PENDING,credit_card,2703 Oak Ave,,True,True
ORD_00182,286,2023-10-23,2023-12-01 22:20:00+00:00,PROD_104,125,5,288.87,1444.35,1492.46,12.92,35.19,0.0,SHIPPED,credit_card,8359 Oak Ave,TRK190151,False,True
ORD_00183,257,2023-06-07,2023-10-17 07:54:00+00:00,PROD_094,36,10,46.33,463.29999999999995,481.97999999999996,6.48,12.2,0.0,DELIVERED,debit_card,2158 Pine Rd,,True,True
ORD_00184,146,2023-07-09,2023-11-12 11:03:00+00:00,PROD_010,117,2,193.62,378.63,399.0,9.79,10.58,8.61,DELIVERED,debit_card,993 Oak Ave,TRK848841,True,True
ORD_00185,213,2023-06-25,2023-06-25 03:40:00+00:00,PROD_134,145,6,302.48,1814.88,1862.2,7.08,40.24,0.0,CANCELLED,cash,8057 Pine Rd,TRK249049,True,True
ORD_00186,356,2023-10-14,2023-03-03 10:20:00+00:00,PROD_033,197,10,493.2,4932.0,4939.34,0.0,7.34,0.0,CANCELLED,paypal,6333 Main St,,True,True
ORD_00187,262,2023-06-14,2023-06-14 12:00:00,PROD_180,22,5,275.26,1376.3,1379.6,0.0,3.3,0.0,DELIVERED,cash,8822 Oak Ave,TRK728519,True,True
ORD_00188,259,2023-07-10,2023-04-23 12:43:00+00:00,PROD_092,140,2,443.63,839.97,871.5699999999999,11.79,19.81,47.29,DELIVERED,debit_card,5348 Main St,TRK599658,True,True
ORD_00189,364,2023-01-01,2023-01-01 12:00:00,PROD_087,150,5,457.62,2288.1,2327.62,0.0,39.52,0.0,DELIVERED,debit_card,886 Main St,TRK422061,True,True
ORD_00190,269,2023-11-27,2023-07-25 01:42:00+00:00,PROD_155,77,3,338.94,995.4900000000001,1056.72,24.58,36.65,21.33,DELIVERED,credit_card,9808 Main St,TRK182695,True,True
ORD_00191,162,2023-07-12,2023-11-09 12:27:00+00:00,PROD_098,125,4,336.49,1345.96,1396.0,23.09,26.95,0.0,CANCELLED,paypal,3788 Main St,TRK595197,True,True
ORD_00192,318,2023-10-27,2023-10-27 12:00:00,PROD_114,59,10,278.15,2755.56,2785.19,20.57,9.06,25.94,CANCELLED,cash,6594 Main St,TRK825860,True,True
ORD_00193,434,2023-08-24,2023-07-31 21:52:00+00:00,PROD_147,126,6,339.81,2007.6200000000001,2035.9600000000003,6.44,21.9,31.24,CANCELLED,credit_card,6884 Pine Rd,,True,True
ORD_00194,298,2023-10-09,2023-04-24 00:27:00+00:00,PROD_173,187,10,465.85,4658.5,4698.219999999999,7.99,31.73,0.0,CANCELLED,debit_card,8397 Oak Ave,,True,True
ORD_00195,55,2023-10-22,2023-10-10 20:20:00+00:00,PROD_020,118,10,170.37,1703.7,1716.4,0.0,12.7,0.0,CANCELLED,debit_card,252 Pine Rd,TRK614149,True,True
ORD_00196,97,2023-05-17,2023-02-07 04:04:00+00:00,PROD_056,107,5,442.75,2195.89,2228.22,24.36,7.97,17.86,CANCELLED,bank_transfer,5604 Pine Rd,TRK924835,True,True
ORD_00197,276,2023-10-26,2023-10-26 12:05:00+00:00,PROD_072,147,3,144.36,433.08000000000004,459.76000000000005,0.0,26.68,0.0,PENDING,credit_card,3032 Oak Ave,TRK548582,True,True
ORD_00198,497,2023-02-23,2023-11-06 17:45:00+00:00,PROD_165,173,9,478.93,4272.48,4333.45,15.1,45.87,37.89,DELIVERED,credit_card,5147 Oak Ave,TRK351734,True,True
ORD_00199,168,2023-04-02,2023-04-15 15:17:00+00:00,PROD_046,11,5,488.49,2438.39,2474.62,0.0,36.23,4.06,SHIPPED,credit_card,6337 Oak Ave,TRK322042,True,True
ORD_00200,277,2023-01-11,2023-02-12 04:39:00+00:00,PROD_076,149,5,203.98,1019.9,1060.1599999999999,24.35,15.91,0.0,CANCELLED,paypal,639 Main St,TRK678641,True,True
ORD_00201,373,2023-06-15,2023-10-22 17:27:00+00:00,PROD_084,32,10,100.55,1005.5,1048.85,5.3,38.05,0.0,CANCELLED,bank_transfer,6742 Oak Ave,,True,True
ORD_00202,327,2023-05-06,2023-07-04 07:23:00+00:00,PROD_095,42,2,152.04,267.34,332.53,20.46,44.73,36.74,DELIVERED,debit_card,264 Pine Rd,TRK607833,True,True
ORD_00203,3,2023-02-10,2023-10-16 15:48:00+00:00,PROD_148,30,5,418.7,2081.94,2128.25,23.68,22.63,11.56,CANCELLED,paypal,8120 Oak Ave,TRK934098,True,True
ORD_00204,71,2023-05-10,2023-01-10 22:17:00+00:00,PROD_039,97,10,78.32,783.1999999999999,795.68,0.0,12.48,0.0,SHIPPED,debit_card,6405 Oak Ave,TRK514661,True,True
ORD_00205,58,2023-11-18,2023-05-24 03:15:00+00:00,PROD_097,185,6,384.56,2307.36,2317.8700000000003,0.0,10.51,0.0,PENDING,bank_transfer,3634 Main St,TRK298176,True,True
ORD_00206,326,2023-10-01,2023-09-30 23:12:00+00:00,PROD_141,181,5,425.44,2127.2,2149.3399999999997,0.0,22.14,0.0,PENDING,bank_transfer,1019 Pine Rd,TRK396281,True,True
ORD_00207,329,2023-02-03,2023-02-03 12:00:00,PROD_021,88,9,320.72,2886.4800000000005,2955.1600000000003,23.74,44.94,0.0,DELIVERED,debit_card,3240 Oak Ave,TRK130350,True,True
ORD_00208,112,2023-05-19,2023-05-19 12:00:00,PROD_115,64,10,182.01,1820.1,1875.6399999999999,12.93,42.61,0.0,PROCESSING,bank_transfer,2329 Pine Rd,TRK104031,True,True
ORD_00209,363,2023-11-08,2023-09-08 04:26:00+00:00,PROD_066,65,5,197.36,986.8000000000002,1041.8300000000002,22.89,32.14,0.0,DELIVERED,credit_card,586 Oak Ave,TRK192901,True,True
ORD_00210,79,2023-10-13,2023-10-07 18:08:00+00:00,PROD_193,198,9,432.73,3894.57,3912.03,7.89,9.57,0.0,SHIPPED,paypal,7449 Pine Rd,TRK455593,True,True
ORD_00211,250,2023-03-08,2023-03-05 21:01:00+00:00,PROD_054,63,4,71.52,286.08,308.03,0.0,21.95,0.0,PENDING,debit_card,7317 Oak Ave,,False,True
ORD_00212,289,2023-03-20,2023-03-20 23:36:00+00:00,PROD_132,163,8,43.88,351.04,403.2,24.65,27.51,0.0,PENDING,paypal,7593 Pine Rd,,True,True
ORD_00213,83,2023-11-01,2023-02-09 10:41:00+00:00,PROD_036,170,5,378.2,1891.0,1930.03,22.46,16.57,0.0,DELIVERED,debit_card,6046 Oak Ave,TRK542446,True,True
ORD_00214,182,2023-03-05,2023-11-06 15:12:00+00:00,PROD_113,174,3,411.51,1234.53,1279.63,24.67,20.43,0.0,SHIPPED,debit_card,2633 Main St,TRK808472,True,True
ORD_00215,320,2023-08-23,2023-08-23 12:00:00,PROD_133,167,3,434.97,1304.91,1328.8300000000002,0.0,23.92,0.0,CANCELLED,debit_card,4852 Oak Ave,TRK674812,False,True
ORD_00216,158,2023-06-07,2023-06-07 12:00:00,PROD_026,40,3,302.58,907.74,943.99,0.0,36.25,0.0,CANCELLED,cash,7449 Oak Ave,TRK421280,True,True
ORD_00217,236,2023-12-27,2023-12-27 12:00:00,PROD_117,48,7,189.4,1325.8,1400.5,23.91,50.79,0.0,PENDING,cash,2051 Oak Ave,TRK583223,True,True
ORD_00218,459,2023-01-01,2023-03-11 13:28:00+00:00,PROD_171,190,2,28.19,8.720000000000006,72.59,15.62,48.25,47.66,PENDING,bank_transfer,9604 Oak Ave,TRK440981,True,True
ORD_00219,500,2023-12-25,2023-09-12 10:42:00+00:00,PROD_156,95,3,84.86,254.57999999999996,309.49999999999994,10.4,44.52,0.0,SHIPPED,credit_card,7764 Oak Ave,TRK469702,True,True
ORD_00220,71,2023-09-20,2023-09-26 05:38:00+00:00,PROD_158,186,10,146.83,1468.3000000000002,1498.1200000000001,0.0,29.82,0.0,PENDING,debit_card,9878 Oak Ave,,True,True
ORD_00221,286,2023-01-06,2023-06-11 01:23:00+00:00,PROD_121,112,5,125.23,626.15,667.3299999999999,0.0,41.18,0.0,DELIVERED,credit_card,1467 Pine Rd,TRK724411,True,True
ORD_00222,175,2023-11-18,2023-11-18 12:00:00,PROD_090,28,9,280.33,2522.97,2526.0899999999997,0.0,3.12,0.0,DELIVERED,credit_card,7129 Main St,TRK151219,True,True
ORD_00223,117,2023-04-10,2023-04-10 09:20:00+00:00,PROD_197,192,3,325.02,950.4699999999999,975.2099999999999,0.0,24.74,24.59,PENDING,paypal,3459 Main St,TRK336818,False,True
ORD_00224,208,2023-11-03,2023-08-07 23:13:00+00:00,PROD_156,31,4,173.76,695.04,701.9599999999999,0.0,6.92,0.0,SHIPPED,debit_card,6366 Main St,TRK138547,False,True
ORD_00225,96,2023-07-01,2023-05-02 06:05:00+00:00,PROD_196,10,3,233.6,700.8,770.8699999999999,20.02,50.05,0.0,PENDING,paypal,4813 Oak Ave,TRK156936,True,True
ORD_00226,443,2023-06-22,2023-11-02 06:30:00+00:00,PROD_063,49,10,279.22,2792.2000000000003,2844.46,19.52,32.74,0.0,SHIPPED,paypal,5127 Pine Rd,TRK100590,True,True
ORD_00227,316,2023-03-09,2023-08-24 08:39:00+00:00,PROD_050,193,10,488.24,4882.4,4904.91,19.12,3.39,0.0,PENDING,debit_card,9069 Oak Ave,,True,True
ORD_00228,133,2023-02-21,2023-02-21 12:00:00,PROD_130,163,7,284.5,1983.66,2030.13,7.33,39.14,7.84,CANCELLED,credit_card,852 Oak Ave,TRK289876,True,True
ORD_00229,489,2023-02-03,2023-12-01 17:38:00+00:00,PROD_062,109,4,221.93,876.46,922.36,0.0,45.9,11.26,DELIVERED,paypal,653 Oak Ave,TRK655745,True,True
ORD_00230,359,2023-12-26,2023-12-27 17:31:00+00:00,PROD_157,66,9,479.93,4319.37,4338.73,0.0,19.36,0.0,DELIVERED,bank_transfer,2308 Oak Ave,TRK242556,True,True
ORD_00231,19,2023-11-14,2023-01-12 18:25:00+00:00,PROD_083,157,8,191.48,1531.84,1557.2099999999998,21.78,3.59,0.0,PROCESSING,credit_card,5688 Oak Ave,,True,True
ORD_00232,389,2023-09-25,2023-01-09 19:46:00+00:00,PROD_150,147,6,185.68,1114.08,1130.59,5.22,11.29,0.0,PENDING,debit_card,4055 Pine Rd,TRK868975,True,True
ORD_00233,18,2023-06-14,2023-06-14 23:00:00+00:00,PROD_173,78,2,360.03,708.6099999999999,768.0499999999998,20.03,39.41,11.45,DELIVERED,debit_card,4850 Oak Ave,TRK247178,True,True
ORD_00234,160,2023-09-03,2023-03-25 02:29:00+00:00,PROD_160,42,5,275.03,1362.37,1430.56,22.7,45.49,12.78,PROCESSING,credit_card,1225 Pine Rd,,True,True
ORD_00235,247,2023-03-03,2023-05-24 03:47:00+00:00,PROD_034,121,6,442.15,2652.8999999999996,2698.0899999999997,6.14,39.05,0.0,PROCESSING,cash,1429 Main St,TRK248215,True,True
ORD_00236,338,2023-12-18,2023-04-30 20:51:00+00:00,PROD_015,102,10,133.12,1286.91,1324.0,0.0,37.09,44.29,PENDING,debit_card,6693 Oak Ave,,True,True
ORD_00237,316,2023-01-23,2023-03-06 10:11:00+00:00,PROD_195,190,9,109.63,986.67,989.51,0.0,2.84,0.0,PENDING,credit_card,3903 Oak Ave,,True,True
ORD_00238,113,2023-07-22,2023-04-23 20:07:00+00:00,PROD_124,172,10,272.25,2722.5,2745.33,6.23,16.6,0.0,PROCESSING,bank_transfer,3227 Main St,TRK239392,True,True
ORD_00239,235,2023-03-16,2023-08-14 07:09:00+00:00,PROD_082,11,10,454.24,4541.32,4559.8099999999995,0.0,18.49,1.08,SHIPPED,debit_card,2471 Oak Ave,TRK545850,True,True
ORD_00240,450,2023-07-15,2023-08-16 11:49:00+00:00,PROD_048,197,7,128.09,896.63,927.29,0.0,30.66,0.0,SHIPPED,debit_card,9116 Main St,TRK770870,True,True
ORD_00241,70,2023-10-25,2023-01-27 01:07:00+00:00,PROD_140,4,10,370.29,3695.4300000000003,3759.7000000000003,14.42,49.85,7.47,DELIVERED,credit_card,4946 Pine Rd,TRK239695,True,True
ORD_00242,496,2023-01-16,2023-02-16 14:51:00+00:00,PROD_014,159,3,418.46,1255.3799999999999,1283.11,16.4,11.33,0.0,CANCELLED,paypal,6036 Main St,TRK530322,True,True
ORD_00243,223,2023-07-25,2023-07-19 11:43:00+00:00,PROD_157,15,10,52.63,526.3000000000001,562.1400000000001,6.74,29.1,0.0,DELIVERED,credit_card,6855 Oak Ave,TRK807090,True,True
ORD_00244,380,2023-06-08,2023-03-13 02:21:00+00:00,PROD_183,158,4,438.7,1754.8,1798.27,22.59,20.88,0.0,DELIVERED,bank_transfer,7299 Oak Ave,TRK399102,True,True
ORD_00245,188,2023-03-07,2023-07-19 10:05:00+00:00,PROD_039,93,3,348.76,1046.28,1093.28,0.0,47.0,0.0,PROCESSING,credit_card,2190 Main St,,True,True
ORD_00246,31,2023-01-25,2023-12-12 12:05:00+00:00,PROD_167,92,8,222.81,1782.48,1817.38,22.44,12.46,0.0,DELIVERED,credit_card,7103 Oak Ave,TRK656058,True,True
ORD_00247,439,2023-05-08,2023-10-14 22:33:00+00:00,PROD_002,112,7,204.83,1396.8400000000001,1453.3400000000001,12.23,44.27,36.97,SHIPPED,debit_card,4865 Pine Rd,TRK170331,True,True
ORD_00248,249,2023-06-24,2023-03-28 15:07:00+00:00,PROD_053,11,2,284.01,568.02,588.49,0.0,20.47,0.0,CANCELLED,cash,9864 Oak Ave,,True,True
ORD_00249,271,2023-04-15,2023-08-21 08:24:00+00:00,PROD_094,98,6,74.91,435.87,469.87,5.85,28.15,13.59,CANCELLED,credit_card,486 Oak Ave,,True,True
ORD_00250,468,2023-03-05,2023-11-04 11:11:00+00:00,PROD_115,133,3,24.95,74.85,115.14,22.92,17.37,0.0,PENDING,debit_card,9028 Main St,TRK846591,False,True
ORD_00251,57,2023-08-06,2023-08-11 08:03:00+00:00,PROD_059,198,10,494.53,4945.299999999999,5008.349999999999,12.47,50.58,0.0,PENDING,debit_card,8742 Main St,TRK522151,True,True
ORD_00252,8,2023-09-19,2023-06-25 18:35:00+00:00,PROD_110,121,4,100.47,401.88,436.90999999999997,16.09,18.94,0.0,CANCELLED,cash,5613 Oak Ave,,False,True
ORD_00253,316,2023-02-17,2023-10-10 12:34:00+00:00,PROD_148,171,7,251.21,1758.47,1794.0400000000002,15.39,20.18,0.0,CANCELLED,credit_card,7478 Main St,,True,True
ORD_00254,406,2023-09-24,2023-09-24 12:00:00,PROD_191,4,4,449.37,1797.48,1866.0,20.46,48.06,0.0,DELIVERED,paypal,1024 Oak Ave,TRK601548,True,True
ORD_00255,221,2023-05-01,2023-05-01 12:00:00,PROD_123,110,10,200.57,2005.6999999999998,2013.87,0.0,8.17,0.0,PENDING,cash,4605 Oak Ave,TRK917718,True,True
ORD_00256,203,2023-02-01,2023-02-01 00:24:00+00:00,PROD_058,74,7,20.51,143.57000000000005,195.51000000000005,13.05,38.89,0.0,SHIPPED,debit_card,3719 Main St,TRK559722,True,True
ORD_00257,137,2023-03-23,2023-08-01 01:13:00+00:00,PROD_058,4,8,459.58,3676.64,3699.98,0.0,23.34,0.0,PENDING,debit_card,6557 Main St,,True,True
ORD_00258,140,2023-02-15,2023-01-21 02:56:00+00:00,PROD_111,161,5,456.92,2242.11,2279.32,14.89,22.32,42.49,DELIVERED,paypal,5211 Main St,,True,True
ORD_00259,96,2023-09-24,2023-06-05 12:25:00+00:00,PROD_056,24,3,247.06,741.1800000000001,797.09,20.65,35.26,0.0,PENDING,credit_card,41 Pine Rd,TRK868299,True,True
ORD_00260,409,2023-10-08,2023-10-08 18:29:00+00:00,PROD_010,22,8,482.57,3860.56,3902.09,23.94,17.59,0.0,CANCELLED,credit_card,3556 Main St,,True,True
ORD_00261,443,2023-01-10,2023-04-08 19:49:00+00:00,PROD_002,139,7,250.84,1754.8300000000002,1779.5800000000002,0.0,24.75,1.05,PENDING,bank_transfer,2370 Oak Ave,,True,True
ORD_00262,120,2023-01-17,2023-07-13 04:19:00+00:00,PROD_121,156,2,469.4,937.6899999999999,993.68,17.61,38.38,1.11,PENDING,paypal,7127 Pine Rd,TRK703258,True,True
ORD_00263,269,2023-03-11,2023-08-17 18:20:00+00:00,PROD_192,92,8,166.15,1309.41,1365.5500000000002,19.01,37.13,19.79,PENDING,cash,8765 Pine Rd,TRK367354,True,True
ORD_00264,369,2023-03-06,2023-12-14 18:24:00+00:00,PROD_057,199,4,462.66,1850.64,1906.43,24.01,31.78,0.0,CANCELLED,paypal,1885 Main St,,True,True
ORD_00265,347,2023-07-18,2023-07-18 17:30:00+00:00,PROD_104,57,8,201.76,1613.4299999999998,1648.2599999999998,18.09,16.74,0.65,SHIPPED,bank_transfer,9409 Oak Ave,TRK304100,True,True
ORD_00266,329,2023-06-13,2023-08-14 14:15:00+00:00,PROD_143,167,6,321.0,1926.0,1942.5,6.85,9.65,0.0,SHIPPED,bank_transfer,4102 Pine Rd,TRK273113,True,True
ORD_00267,138,2023-03-26,2023-07-15 08:18:00+00:00,PROD_196,116,7,147.26,1020.25,1091.77,21.01,50.51,10.57,SHIPPED,credit_card,4382 Oak Ave,TRK106110,True,True
ORD_00268,253,2023-08-02,2023-08-17 04:05:00+00:00,PROD_053,105,8,459.99,3679.92,3726.31,15.25,31.14,0.0,DELIVERED,paypal,5122 Main St,TRK444494,True,True
ORD_00269,20,2023-04-04,2023-08-10 01:24:00+00:00,PROD_044,132,5,253.19,1265.95,1291.3400000000001,0.0,25.39,0.0,DELIVERED,cash,3208 Pine Rd,TRK508251,True,True
ORD_00270,321,2023-01-19,2023-07-16 17:15:00+00:00,PROD_167,174,9,338.75,3048.75,3060.49,0.0,11.74,0.0,SHIPPED,debit_card,6160 Pine Rd,,True,True
ORD_00271,79,2023-01-02,2023-11-07 11:58:00+00:00,PROD_117,41,1,53.23,53.23,85.27,8.83,23.21,0.0,PENDING,bank_transfer,9683 Main St,TRK487973,False,True
ORD_00272,394,2023-03-14,2023-03-14 12:00:00,PROD_193,71,3,60.28,180.84000000000003,230.13000000000002,17.96,31.33,0.0,DELIVERED,credit_card,1844 Pine Rd,TRK955655,True,True
ORD_00273,36,2023-08-27,2023-06-03 01:06:00+00:00,PROD_184,77,8,75.81,606.48,681.12,23.54,51.1,0.0,PENDING,credit_card,2644 Pine Rd,TRK485967,True,True
ORD_00274,495,2023-04-09,2023-02-02 10:01:00+00:00,PROD_024,95,7,200.09,1400.63,1446.47,0.0,45.84,0.0,SHIPPED,credit_card,3770 Pine Rd,TRK928003,True,True
ORD_00275,420,2023-09-11,2023-02-22 22:48:00+00:00,PROD_153,145,2,182.44,362.57000000000005,408.42,18.88,26.97,2.31,SHIPPED,debit_card,7769 Pine Rd,TRK295087,True,False
ORD_00276,213,2023-12-18,2023-12-16 13:30:00+00:00,PROD_097,150,10,91.19,911.9,946.14,22.66,11.58,0.0,PROCESSING,credit_card,3389 Pine Rd,TRK854749,True,True
ORD_00277,346,2023-02-12,2023-11-24 05:23:00+00:00,PROD_065,60,6,306.09,1836.54,1851.31,5.31,9.46,0.0,DELIVERED,debit_card,8590 Main St,TRK708691,True,True
ORD_00278,347,2023-09-04,2023-08-02 02:22:00+00:00,PROD_062,72,8,104.73,834.71,836.72,0.0,2.01,3.13,DELIVERED,debit_card,7851 Main St,TRK663938,True,True
ORD_00279,342,2023-12-24,2023-05-08 13:02:00+00:00,PROD_037,68,4,207.12,828.48,863.0400000000001,19.49,15.07,0.0,SHIPPED,bank_transfer,2710 Main St,TRK557348,True,True
